placeID,Altitude,longitude,alcohol,smoking_area,dress_code,accessibility,price,Rambience,0ranchise,area,other_services,Parking_Value,name
132937,6.714089578,9.744073124,10,7,10,10,0.000001,10,0.000001,0.000001,10,0.001,rockabilly 
132951,6.723179123,9.775032686,0.000001,0.000001,5,10,0.000001,0.000001,0.000001,0.000001,0.000001,5,VIPS
132954,6.735233489,9.786786048,0.000001,0.000001,10,5,5,0.000001,10,0.000001,0.000001,5,la parroquia
132955,6.709197594,9.903658289,5,2,10,10,0.000001,0.000001,10,0.000001,10,0.001,emilianos
132958,6.703803616,9.879516476,0.000001,2,10,10,0.000001,10,10,0.000001,0.000001,0.001,tacos los volcanes
134975,0.165341442,0.467485284,10,7,10,10,10,0.000001,0.000001,0.000001,10,5,Rincon del Bife
134976,0.116011433,0.528912318,0.000001,2,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5,Log Yin
134983,0.181317476,0.572290824,10,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurant and Bar and Clothesline Carlos N Charlies
134986,0.140792753,0.594119397,5,2,0.000001,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurant Las Mananitas
134987,0.148806278,0.518928585,5,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Chilis Cuernavaca
134992,0.156883062,0.635405472,5,7,5,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurant Teely
134996,0.12983665,0.472674301,5,5,10,0.000001,5,0.000001,10,0.000001,5,5,Sanborns Casa Piedra
134999,0.113495345,0.306846543,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Kiku Cuernavaca
135000,0.02196118,0.528008052,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant los Pinos
135001,0.167445324,0.606810672,5,2,10,10,5,0.000001,10,0.000001,0.000001,5,Vips
135011,0.10367791,0.226240647,0.000001,2,10,0.000001,5,0.000001,10,0.000001,0.000001,0.001,Los Vikingos
135013,0.117617403,0.207345683,0.000001,2,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.001,Giovannis
135016,0.019475702,0.438664417,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Arrachela Grill
135018,0.000001,0.502909399,10,10,10,10,5,0.000001,0.000001,10,10,5,El Oceano Dorado
135019,0.031033788,0.173051901,0.000001,2,10,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant Bar Coty y Pablo
135021,0.150463263,0.504660101,0.000001,0.000001,10,0.000001,0.000001,0.000001,10,0.000001,0.000001,10,Subway
135025,6.713131914,9.733819688,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,El Rincon de San Francisco
135026,6.711325963,9.856332029,10,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,0.001,la Cantina
135027,6.708224217,9.715545093,5,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant Orizatlan
135028,6.707230434,9.782445043,5,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,La Virreina
135030,6.709724075,9.794289883,0.000001,2,10,0.000001,5,10,0.000001,0.000001,5,0.001,Preambulo Wifi Zone Cafe
135032,6.719112979,9.710245671,5,7,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,10,Cafeteria y Restaurant El Pacifico
135033,6.696929371,9.708437138,0.000001,7,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant El Muladar de Calzada
135034,6.694698971,9.962262645,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Michiko Restaurant Japones
135035,6.705506108,9.944440183,0.000001,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,El Mundo de la Pasta
135038,6.725581752,9.732752444,0.000001,7,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant la Chalita
135039,6.705669358,9.717521862,0.000001,7,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5,Restaurant de Mariscos de Picon
135040,6.68469992,9.690388609,5,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurant los Compadres
135041,6.716213254,9.732184648,5,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Luna Cafe
135042,6.7331443,9.709851368,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant Oriental Express
135043,6.787014694,9.557950366,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,pizza clasica
135044,6.697415039,9.836364562,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurant Wu Zhuo Yi
135045,6.716476495,9.753902817,5,2,5,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante la Gran Via
135046,6.696260047,9.865190686,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,Restaurante El Reyecito
135047,6.715929608,9.817190958,5,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante Casa de las Flores
135048,6.697759905,9.845675353,5,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante Bar Fu-hao
135049,6.683463303,10,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurante de Mariscos la Langosta
135050,6.764835168,9.696255826,5,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante la Estrella de Dima
135051,6.716476495,9.729024973,0.000001,7,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,0.001,Restaurante Versalles
135052,6.716052045,9.73088608,10,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,0.001,La Cantina Restaurante
135053,6.773087445,9.917254356,0.000001,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,La Fontana Pizza Restaurante and Cafe
135054,6.694921399,9.4062176,0.000001,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante y Pescaderia Tampico
135055,6.711711641,9.894179788,0.000001,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,la Cochinita Pibil Restaurante Yucateco
135057,6.705871379,9.613678419,5,7,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,El Herradero Restaurante and Bar
135058,6.745857378,9.856332029,0.000001,2,10,0.000001,5,0.000001,10,0.000001,0.000001,10,Restaurante Tiberius
135059,6.704067469,9.794684185,5,7,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,Restaurant Bar Hacienda los Martinez
135060,6.728095799,9.736527231,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurante Marisco Sam
135062,6.72160662,9.739408266,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,Restaurante El Cielo Potosino
135063,6.72777134,9.721128413,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Restaurante Alhondiga
135064,6.723614592,9.831853745,0.000001,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante El Chivero S.A. de C.V.
135065,6.713193133,9.847310393,5,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,0.001,El angel Restaurante
135066,6.751495618,9.70488316,5,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante Guerra
135069,6.693907209,9.559811473,5,2,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.000001,5,Abondance Restaurante Bar
135070,6.720004731,9.403625719,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,Restaurante 75
135071,6.665840487,9.381345013,10,7,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,Restaurante la Cantina
135072,6.712401371,9.865075024,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,Sushi Itto
135073,6.708285436,9.714362186,5,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante Bar El Gallinero
135074,6.713415561,9.847142157,5,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,10,Restaurante la Parroquia Potosina
135075,6.692772623,9.805288287,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,5,Mariscos El Pescador
135076,6.777344184,9.710918613,5,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,5,Restaurante Pueblo Bonito
135079,6.727061204,9.840991042,0.000001,2,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,0.001,Koye Sushi
135080,6.703863407,9.8389617,0.000001,7,10,0.000001,10,0.000001,0.000001,0.000001,0.000001,0.001,los Toneles
135081,6.744337114,9.641936747,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,El Club
135082,6.717005016,9.403283991,0.000001,2,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,0.001,la Estrella de Dimas
135085,6.715686774,9.75858187,0.000001,0.000001,10,0.000001,5,0.000001,0.000001,0.000001,0.000001,10,Tortas Locas Hipocampo
135086,6.696543694,9.923005912,0.000001,0.000001,10,0.000001,5,0.000001,10,0.000001,0.000001,5,Mcdonalds Parque Tangamanga
135088,0.033075022,0.490952051,0.000001,0.000001,10,0.000001,0.000001,10,0.000001,0.000001,0.000001,10,Cafeteria cenidet
135104,9.985131616,0.220431786,10,0.000001,10,10,5,0.000001,10,0.000001,10,5,vips
135106,6.713455965,9.723950566,5,5,10,5,5,0.000001,0.000001,10,0.000001,0.001,El Rincón de San Francisco
135108,6.685998572,9.500472663,0.000001,2,10,10,0.000001,0.000001,0.000001,0.000001,0.000001,0.001,Potzocalli
135109,0.126481459,0.572232467,5,0.000001,10,0.000001,5,10,0.000001,0.000001,5,0.001,Paniroles
